24,5,6,24,3,0,20,1,90,24.0,90.0,3.75,24.0,1.0,5.0,0.208,81.63,90.167,85.323,3.401,3.757,81.63,90.167,3.555,85.323,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0,0,0,1.0,1.0,0,1.0,0,0,1.0,0,0.667,0,0,0.5,0,2.268,0,0,0,1.0,1.0,0,2.449,0,0,1.0,0,1.633,0,0,0.707,0,1.604,0,0,0,0.707,0.707,0,1.732,0,0,0.707,0,1.155,0,0,0.5,0,0.833,4.082,2.887,0.943,49.223,0.833,4.082,2.887,0.943,49.223,7,0,0,0,1,1,0,6,0,0,1,0,6,0,0,2,0,6,0,0,0,1,1,0,6,0,0,1,0,4,0,0,1,0,0.292,0.0,0.0,0.0,0.042,0.042,0.0,0.25,0.0,0.0,0.042,0.0,0.25,0.0,0.0,0.083,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,97.875,5.57,14.6,0.0,5.017,8.233,0.08,0.1,0.137
10,3,2,11,1,0,10,1,42,10.0,42.0,4.2,11.0,1.1,3.0,0.3,41.7,28.222,36.943,4.17,2.822,41.7,28.222,3.694,36.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.414,1.414,0,1.0,0,0,0,1.732,0,0,0,0,1.414,0,0,0,0,1.0,1.0,0,0.707,0,0,0,1.225,0,0,0,0,1.0,0,0,0,0,1.0,3.162,2.236,1.0,0,1.0,3.162,2.236,1.0,0,2,2,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,2,2,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,103.625,1.29,8.0,0.0,5.936,3.352,0.033,0.042,0.057
23,8,3,29,4,0,19,1,104,23.0,104.0,4.522,29.0,1.261,8.0,0.348,62.8,51.711,91.635,2.73,2.248,62.8,51.711,3.984,91.635,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.043,0.043,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1.0,0.5,0,1.0,0,0,0,0.875,0.667,0,0,1.0,0,1.0,1.732,0,0,1.0,1.0,0,1.414,0,0,0,2.475,1.155,0,0,1.0,0,0.707,1.225,0,0,0.707,0.707,0,1.0,0,0,0,1.75,0.816,0,0,0.707,0,0.826,3.962,2.801,0.939,45.378,0.826,3.962,2.801,0.939,45.378,1,3,0,0,1,4,0,2,0,0,0,8,3,0,0,1,0,1,3,0,0,1,2,0,2,0,0,0,7,2,0,0,1,0,0.043,0.13,0.0,0.0,0.043,0.174,0.0,0.087,0.0,0.0,0.0,0.348,0.13,0.0,0.0,0.043,0.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,76.82,8.258,16.157,0.0,9.501,11.367,0.077,0.096,0.131
12,5,1,20,4,0,12,1,54,12.0,54.0,4.5,20.0,1.667,5.0,0.417,48.07,36.833,50.889,4.006,3.069,48.07,36.833,4.241,50.889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,0,0,1.0,0,1.0,1.732,0,0,1.0,0,0,1.414,0,0,1.0,1.0,1.0,0,0,1.414,0,0.707,1.225,0,0,0.707,0,0,1.0,0,0,0.707,0.707,0.707,0,0,1.0,0,1.0,3.464,2.449,1.0,0,1.0,3.464,2.449,1.0,0,1,3,0,0,1,0,0,2,0,0,1,1,1,0,0,2,0,1,3,0,0,1,0,0,2,0,0,1,1,1,0,0,2,0,0.083,0.25,0.0,0.0,0.083,0.0,0.0,0.167,0.0,0.0,0.083,0.083,0.083,0.0,0.0,0.167,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,53.655,8.757,18.133,0.0,8.193,5.765,0.04,0.05,0.069
11,4,1,17,2,1,11,1,54,11.0,54.0,4.909,17.0,1.545,4.0,0.364,54.38,41.4,54.775,4.944,3.764,54.38,41.4,4.98,54.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,1.0,1.0,1.0,0,1.0,0,0,1.732,0,0,1.414,0,1.0,0,0,1.0,0,0.707,0.707,0.707,0,0.707,0,0,1.225,0,0,1.0,0,0.707,0,0,0.707,0,1.0,3.317,2.345,1.0,0,1.0,3.317,2.345,1.0,0,1,1,1,0,1,0,0,3,0,0,2,0,1,0,0,1,0,1,1,1,0,1,0,0,3,0,0,2,0,1,0,0,1,0,0.091,0.091,0.091,0.0,0.091,0.0,0.0,0.273,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.091,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,64.925,6.936,11.673,5.713,10.375,7.192,0.037,0.046,0.063
28,14,3,29,1,0,24,1,109,28.0,109.0,3.893,29.0,1.036,14.0,0.5,110.89,95.375,143.564,3.96,3.406,110.89,95.375,5.127,143.564,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.5,0,1.0,1.0,1.0,0.333,1.0,0.667,1.0,0,1.0,0,1.414,1.414,1.0,1.414,0,0.707,0,2.0,1.0,1.0,0.577,1.0,1.155,1.414,0,2.0,0,1.0,1.0,0.707,1.0,0,0.5,0,1.414,0.707,0.707,0.408,0.707,0.816,1.0,0,1.414,0,0.857,4.536,3.207,0.954,65.52,0.857,4.536,3.207,0.954,65.52,2,2,1,2,0,2,0,4,1,1,3,1,3,2,0,4,0,2,2,1,2,0,1,0,4,1,1,1,1,2,2,0,4,0,0.071,0.071,0.036,0.071,0.0,0.071,0.0,0.143,0.036,0.036,0.107,0.036,0.107,0.071,0.0,0.143,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,4.0,0.0,90.794,7.551,12.629,0.0,6.033,10.905,0.093,0.117,0.16
26,13,3,29,2,0,21,1,97,26.0,97.0,3.731,29.0,1.115,13.0,0.5,89.11,65.752,119.101,3.427,2.529,89.11,65.752,4.581,119.101,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0.0,0.0,0.0,0.077,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.5,1.0,0.5,0,1.0,0,1.0,0.667,1.0,0.667,0.5,0,1.0,0,0,1.414,0,0.707,1.0,0.707,0,1.732,0,1.0,1.155,2.236,1.155,0.707,0,1.414,0,0,1.0,0,0.5,0.707,0.5,0,1.225,0,0.707,0.816,1.581,0.816,0.5,0,1.0,0,0.808,4.118,2.912,0.934,43.4,0.808,4.118,2.912,0.934,43.4,0,2,0,2,1,2,0,3,0,1,3,5,3,2,0,2,0,0,2,0,1,1,1,0,3,0,1,2,5,2,1,0,2,0,0.0,0.077,0.0,0.077,0.038,0.077,0.0,0.115,0.0,0.038,0.115,0.192,0.115,0.077,0.0,0.077,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,5.0,3.0,2.0,0.0,2.0,0.0,86.083,7.712,13.477,0.0,4.998,9.142,0.087,0.108,0.149
30,10,5,41,4,1,27,1,131,30.0,131.0,4.367,41.0,1.367,10.0,0.333,118.34,90.625,116.04,3.945,3.021,118.34,90.625,3.868,116.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,0.5,1.0,0,1.0,0,0,0.5,1.0,0.8,1.0,0,1.0,0,0,1.0,1.732,0,0.707,1.0,0,2.828,0,0,0.707,1.0,1.789,1.414,0,2.236,0,0,0.707,1.225,0,0.5,0.707,0,2.0,0,0,0.5,0.707,1.265,1.0,0,1.581,0,0.9,4.93,3.486,0.969,103.099,0.9,4.93,3.486,0.969,103.099,0,1,3,0,2,1,0,8,0,0,2,1,5,2,0,5,0,0,1,3,0,1,1,0,8,0,0,1,1,4,2,0,5,0,0.0,0.033,0.1,0.0,0.067,0.033,0.0,0.267,0.0,0.0,0.067,0.033,0.167,0.067,0.0,0.167,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,5.0,0.0,60.765,12.237,17.333,5.713,8.889,14.137,0.1,0.125,0.171
20,10,2,26,2,0,19,1,83,20.0,83.0,4.15,26.0,1.3,10.0,0.5,90.76,73.081,88.73,4.538,3.654,90.76,73.081,4.437,88.73,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,1.0,0,0.75,1.0,1.0,0,0,1.0,0,1.0,2.0,1.0,0,0,0,0,2.0,1.0,0,1.5,1.0,1.414,0,0,1.414,0,0.707,1.414,0.707,0,0,0,0,1.414,0.707,0,1.061,0.707,1.0,0,0,1.0,0,0.95,4.249,3.004,0.983,169.023,0.95,4.249,3.004,0.983,169.023,1,4,1,0,0,0,0,4,1,0,4,1,2,0,0,2,0,1,4,1,0,0,0,0,4,1,0,3,1,2,0,0,2,0,0.05,0.2,0.05,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.2,0.05,0.1,0.0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,76.555,7.55,12.0,0.0,7.122,8.117,0.067,0.083,0.114
19,5,3,23,2,0,19,1,79,19.0,79.0,4.158,23.0,1.211,5.0,0.263,41.01,26.167,67.538,2.158,1.377,41.01,26.167,3.555,67.538,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.053,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,0,2.0,0,0,1.0,2.449,1.732,0,0,0,0,0.707,0.707,0,0.707,0.707,0.707,0,1.414,0,0,0.707,1.732,1.225,0,0,0,0,1.0,4.359,3.082,1.0,0,1.0,4.359,3.082,1.0,0,1,1,0,1,1,1,0,4,0,0,1,6,3,0,0,0,0,1,1,0,1,1,1,0,4,0,0,1,6,3,0,0,0,0,0.053,0.053,0.0,0.053,0.053,0.053,0.0,0.211,0.0,0.0,0.053,0.316,0.158,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,85.139,6.104,11.811,0.0,7.091,7.654,0.063,0.079,0.109
